"","�..V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","opp","rid","RISN","Q_TotalDuration","isNew","viga","eid","V","uig","cintid","ProjectToken","Field","gc","term","LS","Q35","MascotSupport_1","MascotSupport_2","MascotSupport_3","MascotSupport_4","MascotSupport_5","MascotSupport2_1","MascotSupport2_2","MascotSupport2_3","MascotSupport2_4","MascotSupport2_5","MascotSupport2_6","MascotSupport2_7","MascotSupport2_8","MascotSupport2_9","MascotSupport2_10","Invis1_1","Invis1_2","Invis1_3","Invis2_1","Invis2_2","Invis2_3","Invis2_4","Invis2_5","Invis3_1","Invis3_2","Invis3_3","Invis3_4","Invis3_5","Invis3_6","Invis3_7","Invis3_8","Invis3_9","Invis4_1","Invis4_2","Invis4_3","Invis4_4","Invis4_5","Invis4_6","Invis4_7","Invis5_1","Invis5_2","Invis5_3","Invis5_4","Invis5_5","Invis5_6","Invis5_7","Invis5_8","Invis5_9","Invis5_10","Invis5_11","Invis5_12","Invis5_13","Invis6_1","Invis6_2","Invis6_3","Invis6_4","Invis6_5","Invis6_6","Invis6_7","Invis6_8","Invis6_9","Invis6_10","Identity1_1","Identity1_2","Identity1_3","Identity1_4","Identity1_5","Identity1_6","Identity1_7","Identity2_1","Identity2_2","Identity2_3","Identity2_4","Identity3_1","Identity3_2","Identity3_3","Identity3_4","Identity4_1","Identity4_2","Identity4_3","Identity4_4","Identity5_1","Identity5_2","Identity6_1","Identity6_2","Identity6_3","Identity6_4","Identity7_1","Identity7_2","Identity7_3","Identity7_4","Identity7_5","Identity7_6","Identity7_7","Identity8_1","Identity8_2","Identity8_3","Identity8_4","Identity8_5","Identity8_6","Identity8_7","Identity9_1","Identity9_2","Identity9_3","Identity9_4","Identity9_5","Identity9_6","Identity9_7","Identity9_8","Identity9_9","Identity9_10","Identity9_11","Identity9_12","Identity9_13","Identity9_14","Identity9_15","Identity9_16","Identity9_17","Q29","Q29_TEXT","Q30","Q37","Q31","Q32","Q33","Q34","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_7_TEXT","Q26","Tribe","X","ValidResponse","Q28","Q42","Q24","Q25","Q18","Q19","Q20","Q21","Q27","Q40","Q22","Q23","Q38","Q36","LocationLatitude","LocationLongitude","LocationAccuracy","FilterOut","filter_."
"965","R_27v4ajXODy245NE","Default Response Set","Anonymous",NA,NA,"100.34.46.250",0,"9/23/2019 10:27","9/23/2019 12:13",1,"Qual2790-0826NativeAmerican2","5d88f24c-61d3-676c-697c-e3aaddc94a5e",NA,6310,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,4,1,4,3,4,4,4,2,4,5,4,6,7,4,4,5,5,2,3,2,2,4,6,6,4,7,6,7,7,7,7,7,7,7,6,6,6,6,7,7,7,6,7,7,7,7,6,7,7,7,7,6,4,6,6,6,7,4,4,4,4,5,5,6,5,6,5,7,2,7,3,7,2,7,2,7,5,5,5,5,7,5,7,7,7,7,4,5,5,5,4,3,6,4,5,4,2,5,2,4,3,3,1,3,6,1,1,1,1,2,3,2,1,1,5,1,3,1,NA,50,"19057",3,1,7,3,NA,NA,NA,NA,NA,NA,1,"Muur","Muur",NA,NA,NA,1,1,1,0,0,2,2,3,1,NA,3,3,"No. Let finish",1,40.1434021,-74.86139679,-1,0,1
"699","R_3rTC715sQWxl9Ox","Default Response Set","Anonymous",NA,NA,"68.14.81.51",0,"10/14/2019 22:17","10/15/2019 20:15",1,"Qual2790-0826NativeAmerican2"," ",NA,79098,TRUE," "," "," "," ","b1baedbe-c4ad-5e43-5c3e-db91bc41e176",NA,NA,1," ","{Invalid Expression}",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,7,1,7,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,5,5,3,4,4,4,4,5,5,4,5,5,4,4,4,2,4,4,4,4,4,4,6,4,4,4,4,4,4,2,NA,34,"6410",5,3,1,4,NA,NA,1,NA,NA,1,NA," ","cherokee","Cherokee",NA,NA,0,1,4,1,1,1,3,2,1,NA,3,2,"na",1,41.50410461,-72.91670227,-1,0,1
"861","R_3EcZqAWp3QUvcBM","Default Response Set","Anonymous",NA,NA,"75.178.22.234",0,"10/25/2019 10:41","10/25/2019 10:51",1,"Qual2790-0826NativeAmerican2","5db325a9-097b-96cd-73fb-7608b98286f3",NA,580,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,5,3,4,4,6,6,4,4,5,3,6,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,7,4,5,3,5,4,5,3,5,3,5,5,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,1,1,4,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,NA,13,"28376",3,3,3,4,NA,NA,NA,NA,NA,1,NA," ","Lumbee","Lumbee",NA,NA,1,1,3,0,1,1,3,2,0,0,3,2,"No",1,34.98789978,-79.21690369,-1,0,1
"38","R_2ymdJHiCb31N5ID","Default Response Set","Anonymous",NA,NA,"35.133.33.128",0,"9/25/2019 17:43","9/25/2019 17:52",1,"Qual2790-0826NativeAmerican2","5d8bfb66-484b-4908-c40d-ee8f8ba4b4b0",NA,546,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,7,1,7,6,2,5,5,2,1,6,5,7,7,6,5,5,5,3,2,5,3,5,4,3,3,7,6,7,7,6,5,3,5,7,7,7,7,6,4,4,5,4,6,6,4,4,6,5,5,5,5,7,3,4,6,6,1,4,6,6,6,6,6,6,6,6,6,6,3,6,7,6,1,6,1,6,4,5,5,5,7,1,6,6,6,6,2,5,2,1,1,1,1,5,4,2,4,1,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,4,"82520",2,5,2,6,NA,NA,NA,NA,NA,1,NA," ","Arapaho","Arapaho",NA,NA,1,1,4,1,1,2,1,2,1,NA,1,2," ",1,42.82609558,-106.3896027,-1,0,1
"1157","R_3lxlV7Ok3ACQqRd","Default Response Set","Anonymous",NA,NA,"99.203.20.171",0,"10/25/2019 11:04","10/25/2019 11:12",1,"Qual2790-0826NativeAmerican2","5db32aed-b4a5-7c2c-6d95-eea456103e86",NA,470,FALSE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,7,7,5,5,6,7,1,5,4,4,5,5,4,7,7,7,6,7,6,1,6,7,7,5,7,7,6,6,6,7,7,7,7,6,7,1,7,7,7,6,7,4,5,7,7,7,5,6,6,7,5,6,6,7,6,7,4,5,3,5,2,7,4,7,5,7,6,5,5,6,5,6,6,6,6,3,4,5,5,4,4,5,5,6,5,5,4,4,2,5,4,5,5,4,3,3,2,3,3,3,2,1,4,1,1,1,NA,12,"27546",3,4,3,3,NA,NA,NA,NA,NA,1,NA," ","blackfoot","Blackfoot",NA,NA,0,0,2,1,1,2,3,2,0,0,3,2,"thankyou",1,38.84620667,-77.30639648,-1,0,1
"123","R_2RPRyUi0oXmxJSZ","Default Response Set","Anonymous",NA,NA,"97.114.140.203",0,"10/15/2019 22:00","10/15/2019 22:08",1,"Qual2790-0826NativeAmerican2","5da695be-aa4f-d94f-c55b-49afcbb5e414",NA,425,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,5,1,5,5,4,2,3,4,4,4,3,3,5,4,4,4,5,3,3,2,5,5,3,4,3,3,2,4,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,3,4,4,5,4,4,4,2,4,4,4,3,3,4,2,5,3,3,3,4,4,3,4,3,4,4,4,4,2,6,2,5,3,3,4,3,6,2,5,4,6,6,3,2,4,4,3,4,3,4,5,4,4,5,4,3,3,4,3,3,4,4,4,3,4,4,4,3,3,4,3,4,4,2,NA,13,"72830",2,3,1,4,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,1,4,1,1,1,3,2,1,NA,3,2," ",1,35.19549561,-93.18730164,-1,0,1
"1176","R_2AQiyG32A3sP5Qu","Default Response Set","Anonymous",NA,NA,"96.234.158.173",0,"9/24/2019 16:22","9/24/2019 16:44",1,"Qual2790-0826NativeAmerican2","5d8a96e4-15bd-b67d-3a2f-c09a54d0e6d8",NA,1344,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,1,5,1,7,6,6,1,6,6,1,1,2,2,1,7,6,7,7,3,1,1,6,3,3,3,5,6,6,6,3,6,2,6,5,6,5,5,5,6,4,5,6,6,7,6,5,7,2,7,5,6,5,6,6,6,6,6,6,6,6,5,4,4,4,5,2,3,6,3,6,5,5,1,7,2,7,5,4,4,3,3,5,2,6,5,6,3,2,2,5,1,2,6,2,2,2,4,2,4,2,2,4,1,3,1,1,2,1,1,4,1,1,3,1,4,1,1,2,NA,52,"21219",3,3,2,2,NA,NA,1,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,0,0,3,0,1,1,3,3,0,0,3,3,"This has opened my eyes to possibility of getting my tribal card.",1,39.229599,-76.44550323,-1,0,1
"791","R_3fNRqULVQmu42cy","Default Response Set","Anonymous",NA,NA,"70.184.7.194",0,"10/15/2019 10:52","10/15/2019 11:15",1,"Qual2790-0826NativeAmerican2","5da5f92f-f689-0696-a733-84ae4571aa23",NA,1364,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,5,3,5,3,6,7,6,2,5,2,7,7,3,6,5,7,4,7,5,7,6,7,2,2,6,7,3,7,7,2,3,7,7,7,7,7,7,7,5,7,7,7,5,6,7,6,7,7,5,6,5,5,7,7,7,7,7,6,6,7,7,3,5,4,6,6,6,3,5,6,3,6,5,4,6,6,6,3,1,4,3,1,4,6,1,4,6,4,5,4,7,1,5,1,2,4,5,6,3,4,5,6,3,7,7,7,7,7,7,7,6,6,7,5,4,7,7,1,NA,14,"31206",6,2,1,4,NA,NA,NA,NA,NA,1,NA," ","Blackfoot","Blackfoot",NA,NA,1,1,6,1,1,1,3,2,1,NA,3,2,"No",1,32.79139709,-83.67900085,-1,0,1
"729","R_DcLop86ZzyqsHNn","Default Response Set","Anonymous",NA,NA,"70.189.69.241",0,"10/24/2019 18:40","10/24/2019 19:02",1,"Qual2790-0826NativeAmerican2","5db24433-5c12-a65b-8e10-cab4e56bf064",NA,1343,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,4,4,2,5,3,3,5,3,3,5,4,4,4,6,4,6,5,2,6,2,4,3,2,6,2,5,6,5,6,4,4,2,5,5,5,5,4,4,2,2,2,2,6,2,2,2,2,2,6,2,5,4,3,5,5,6,6,5,5,5,5,3,6,3,5,3,3,4,3,6,2,6,2,6,2,6,3,5,5,5,5,3,3,6,4,4,3,2,6,2,2,2,6,2,4,2,6,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,45,"74110",3,5,5,6,NA,NA,1,NA,NA,1,NA," ","cherokee","Cherokee",NA,NA,1,1,3,0,1,1,2,3,1,NA,2,3,"no",1,36.17539978,-95.91120148,-1,0,1
"158","R_2S02wWNnJJt7hTq","Default Response Set","Anonymous",NA,NA,"174.231.136.52",0,"9/19/2019 10:01","9/19/2019 10:15",1,"Qual2790-0826NativeAmerican2","5d83a60f-290f-db8d-0f12-2df02c05070d",NA,821,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,7,2,6,6,2,2,6,2,2,6,4,6,6,7,7,7,7,1,1,1,1,7,6,6,5,7,7,7,7,6,7,1,7,7,7,7,6,7,7,7,6,7,7,7,6,4,1,1,7,7,7,7,2,6,7,7,7,7,7,7,7,5,6,4,5,4,6,5,2,6,2,3,1,7,1,7,4,6,3,5,6,2,5,7,5,7,1,1,2,6,1,2,7,2,4,1,5,2,3,2,1,1,1,4,1,1,1,1,5,4,4,2,1,4,5,1,1,2,NA,40,"42642",6,3,5,2,NA,NA,1,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,0,NA,3,0,1,2,4,3,0,0,4,3," ",1,38.26339722,-85.67299652,-1,0,1
"730","R_1LIJP1gaAEOV09J","Default Response Set","Anonymous",NA,NA,"75.137.36.10",0,"9/19/2019 15:18","9/19/2019 15:37",1,"Qual2790-0826NativeAmerican2","5d83f070-2db4-13e4-4587-eb39f6bd5aef",NA,1192,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,50,"38242",1,3,5,3,NA,NA,1,NA,NA,1,NA," ","cherokee","Cherokee",NA,NA,0,0,4,1,1,1,1,3,1,NA,3,3,"no",1,36.30050659,-88.30930328,-1,0,1
"645","R_pabZlGgnqRxhGEx","Default Response Set","Anonymous",NA,NA,"24.209.111.169",0,"9/25/2019 13:48","9/25/2019 14:00",1,"Qual2790-0826NativeAmerican2","5d8bc428-0be5-0e26-7d05-720778766de0",NA,713,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,4,4,4,4,6,5,6,6,5,4,4,3,6,6,4,5,4,6,5,5,6,5,5,5,4,4,4,4,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,6,5,5,5,5,6,5,7,6,7,6,6,6,6,7,5,5,6,5,5,6,6,6,6,5,5,6,5,5,6,5,5,6,6,6,6,7,6,7,6,6,5,6,6,6,5,6,6,6,6,7,5,6,6,7,5,1,NA,23,"77083",7,2,1,2,NA,NA,1,NA,NA,NA,NA," ","ninguna",NA,NA,NA,0,0,5,1,1,2,2,2,0,0,2,1,"is very good",1,39.02349854,-84.20829773,-1,0,1
"856","R_3ES96HVnD9469SB","Default Response Set","Anonymous",NA,NA,"107.77.199.91",0,"10/24/2019 17:59","10/24/2019 18:23",1,"Qual2790-0826NativeAmerican2","5db23ab4-c012-9374-29dc-2e46d01a52eb",NA,1406,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,7,2,7,7,1,2,4,1,1,7,7,7,7,7,1,7,4,6,2,6,6,2,4,2,6,6,5,5,6,5,4,1,1,5,6,6,3,7,7,7,5,7,7,7,5,4,7,4,7,7,7,6,3,6,5,7,2,7,4,4,4,7,7,7,4,7,7,6,6,7,1,7,1,7,1,7,5,4,5,5,6,6,4,6,2,6,2,1,7,2,2,2,1,6,4,2,6,2,2,2,3,5,7,4,6,7,4,5,1,6,1,7,7,3,4,3,3,2,NA,5,"73018",2,3,1,2,NA,NA,NA,NA,NA,1,NA," ","Kiowa Cheyenne Arapaho Apache Tribe of Oklahoma","Kiowa Cheyenne Arapaho Apache Tribe of Oklahoma",NA,NA,1,1,7,1,1,2,3,2,1,NA,2,3,"No",1,32.84559631,-96.8259964,-1,0,1
"1030","R_2E9Ny7D3JiMdWaG","Default Response Set","Anonymous",NA,NA,"99.203.87.221",0,"10/25/2019 11:52","10/25/2019 12:05",1,"Qual2790-0826NativeAmerican2","5db33628-8241-28cc-bd46-a25e9ea13885",NA,787,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,1,1,5,1,7,7,7,1,7,7,1,1,5,1,4,3,6,4,1,5,1,3,3,4,7,7,6,7,6,4,5,3,3,6,6,6,5,6,6,4,5,3,5,5,7,7,7,6,4,7,5,7,5,6,6,7,7,6,6,5,4,5,7,6,5,5,6,7,5,4,7,2,7,2,7,3,7,6,5,5,5,7,1,7,6,5,6,1,1,4,5,1,3,2,5,5,2,5,1,6,5,2,6,6,6,5,7,5,5,1,3,3,7,7,4,7,6,6,1,NA,24,"76082",5,3,1,7,NA,NA,NA,NA,NA,1,NA," ","Mississippi choctaw","Chocktaw",NA,NA,1,0,5,1,1,1,1,2,1,NA,2,3,"None",1,32.91029358,-96.728302,-1,0,1
"496","R_9Yu1H8Ohr3jqDTP","Default Response Set","Anonymous",NA,NA,"173.171.116.116",0,"10/14/2019 16:41","10/14/2019 17:01",1,"Qual2790-0826NativeAmerican2","5da4f948-f7ef-e675-a1f5-ac65f2dd3019",NA,1225,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,1,1,1,1,6,1,1,7,1,1,1,1,1,1,3,3,2,2,3,6,6,1,1,4,1,1,1,1,5,4,1,1,2,3,2,3,2,2,5,6,1,4,6,1,1,4,7,1,7,1,4,1,1,1,1,1,1,1,1,1,3,7,7,7,7,1,6,7,4,6,1,7,1,7,1,7,7,1,7,1,7,1,6,7,7,7,1,1,7,1,1,1,1,1,7,7,7,1,1,7,4,5,7,6,4,7,7,7,5,6,6,6,7,7,7,1,7,2,NA,22,"33897",4,4,3,3,NA,NA,NA,NA,NA,1,NA," ","Wolf",NA,NA,NA,0,1,4,1,1,1,1,2,0,0,2,2," ",1,28.19509888,-81.60620117,-1,0,1
"640","R_1qXxhUmxqjmfFmq","Default Response Set","Anonymous",NA,NA,"65.49.126.182",0,"9/25/2019 13:56","9/25/2019 14:11",1,"Qual2790-0826NativeAmerican2","5d8bc62c-243b-7e03-fd89-1ecf65b49756",NA,857,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,NA,20,"90210",7,3,1,7,NA,NA,NA,NA,NA,1,NA," ","Black american",NA,NA,NA,1,1,6,1,1,1,4,1,1,NA,2,1,"Interesting survey",1,37.5625,-122.0003967,-1,0,1
"707","R_26kJOD3ZBv7k9aw","Default Response Set","Anonymous",NA,NA,"71.211.164.167",0,"9/25/2019 14:10","9/25/2019 14:20",1,"Qual2790-0826NativeAmerican2","5d8bc9a0-5b8a-74b4-f4ed-4f0040b91fcb",NA,570,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,4,5,6,3,3,4,3,4,5,5,4,3,3,6,4,6,2,5,6,6,2,7,5,5,3,4,4,1,6,3,4,4,5,6,4,6,6,5,4,4,6,6,7,6,6,5,6,2,7,5,7,6,5,5,7,2,6,3,5,6,5,3,6,2,6,5,3,6,6,6,6,4,4,6,6,6,4,2,4,7,5,5,3,1,3,4,5,3,6,6,4,6,4,7,6,5,5,1,6,6,6,2,7,2,7,6,5,7,7,5,7,6,6,4,5,6,1,NA,15,"80011",5,2,2,6,NA,NA,NA,NA,NA,1,NA," ","Navajo","Navajo",NA,NA,1,1,5,1,1,1,2,2,1,NA,2,3,"Na",1,39.68139648,-104.8836975,-1,0,1
"986","R_1dgmaIbE0vBjFf0","Default Response Set","Anonymous",NA,NA,"67.140.178.149",0,"9/19/2019 18:29","9/19/2019 18:55",1,"Qual2790-0826NativeAmerican2","5d841d0d-9761-affa-bfae-6411b4c55e84",NA,1589,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,1,1,7,7,7,4,1,4,4,1,1,3,1,7,4,6,5,4,2,2,2,7,3,2,4,6,5,6,6,4,4,2,6,6,6,5,5,5,4,3,4,5,6,5,4,4,5,2,6,4,6,6,3,6,6,6,6,6,6,6,6,2,7,4,4,4,4,4,7,6,4,4,4,4,1,4,5,4,5,1,4,5,3,5,4,4,3,4,4,4,6,6,4,4,4,4,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,54,"43055",3,4,5,2,NA,NA,NA,NA,NA,1,NA," ","Navaho","Navajo",NA,NA,0,0,3,1,0,2,3,2,0,0,3,2,"none",1,40.07319641,-82.40170288,-1,0,1
"801","R_12mqtQ1pZkd3Uui","Default Response Set","Anonymous",NA,NA,"172.58.97.216",0,"10/14/2019 20:19","10/14/2019 20:32",1,"Qual2790-0826NativeAmerican2","5da52c7d-d5d0-6322-47e9-f208b790add5",NA,809,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,4,2,2,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,6,2,6,4,5,4,4,4,4,4,5,4,4,4,4,4,6,4,4,2,3,4,4,6,4,5,1,6,2,6,4,3,4,2,6,4,4,5,6,4,2,2,6,2,1,4,2,2,4,2,4,2,2,2,6,4,6,4,3,2,6,6,4,6,4,6,4,6,4,4,6,2,NA,16,"77087",2,5,1,1,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,1,4,1,1,2,1,2,1,NA,2,2,"No",1,29.6967926,-95.54460144,-1,0,1
"939","R_2vZgkq9oJYd1RQ9","Default Response Set","Anonymous",NA,NA,"99.113.28.113",0,"10/17/2019 7:38","10/17/2019 7:43",1,"Qual2790-0826NativeAmerican2","5da86e8d-bb36-e1b6-ea26-8be644488afa",NA,331,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,7,1,7,1,5,5,6,6,4,7,5,5,3,7,5,4,2,7,4,3,3,5,4,3,4,6,1,6,7,6,2,3,2,7,2,5,4,4,7,4,3,4,6,6,1,5,7,7,5,3,7,3,5,3,5,5,2,5,3,6,7,4,3,2,1,4,5,4,7,5,3,3,3,3,4,2,1,3,2,4,2,1,5,2,5,6,2,2,3,6,2,3,4,4,5,6,3,5,5,5,5,7,3,7,7,5,7,4,3,6,7,5,5,6,7,7,5,2,NA,10,"60617",3,3,2,6,NA,NA,NA,NA,NA,1,NA," ","Sioux","Sioux",NA,NA,1,1,6,1,1,1,1,1,1,NA,2,3,"No thank you",1,41.72650146,-87.55930328,-1,0,1
"267","R_3QErmWIcGwq1Nx6","Default Response Set","Anonymous",NA,NA,"107.77.199.83",0,"10/25/2019 20:19","10/25/2019 20:32",1,"Qual2790-0826NativeAmerican2","5db3aca4-b80c-878b-bf7c-8f75f229596a",NA,788,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,7,7,2,7,7,1,7,7,7,7,7,7,7,7,7,1,2,2,7,7,7,7,7,4,2,3,2,1,1,2,5,3,7,5,5,1,7,7,7,7,1,5,7,7,7,7,7,7,1,7,7,7,5,6,5,5,5,5,5,6,6,6,7,3,4,4,3,7,4,2,3,3,4,6,5,7,4,5,1,4,1,4,3,1,5,5,6,4,3,6,6,5,6,6,4,6,6,3,6,6,4,6,5,5,4,5,6,4,6,5,6,5,5,5,5,4,7,6,2,NA,19,"74106",3,3,4,3,NA,NA,NA,NA,NA,1,NA," ","Creek","Muscogee",NA,NA,1,1,1,0,0,1,3,1,1,NA,2,2," ",1,32.84559631,-96.8259964,-1,0,1
"881","R_DBPHb13TFIpN6Fj","Default Response Set","Anonymous",NA,NA,"172.58.223.177",0,"9/24/2019 14:16","9/24/2019 14:27",1,"Qual2790-0826NativeAmerican2","5d8a7977-2bfb-b073-5879-aea22932acd5",NA,622,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,6,2,5,6,4,6,6,5,5,5,6,6,6,5,6,6,6,6,6,6,6,6,4,5,6,3,3,5,3,4,6,4,4,4,4,4,4,6,5,6,6,5,6,5,6,6,6,6,5,6,6,7,5,6,6,6,6,6,6,6,6,7,6,6,7,7,6,6,5,6,5,6,2,5,2,2,6,6,6,4,6,7,6,6,5,6,4,3,3,5,2,4,4,5,4,5,6,3,6,5,2,2,3,1,3,1,2,1,2,3,4,1,1,2,4,2,3,1,NA,48,"2920",5,5,5,4,NA,NA,1,NA,NA,NA,NA," ","Not sure",NA,NA,NA,1,0,2,0,0,2,2,3,1,NA,2,2,"No",1,41.88600159,-71.34570313,-1,0,1
"774","R_2QLssUyGK1Py2Ag","Default Response Set","Anonymous",NA,NA,"68.105.55.78",0,"9/25/2019 13:34","9/25/2019 13:41",1,"Qual2790-0826NativeAmerican2","5d8bc11f-dccf-d4bb-c64d-c20a21188cf2",NA,398,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,1,1,1,2,7,7,5,4,4,4,5,4,4,3,4,5,6,4,5,4,6,5,5,4,5,5,7,4,4,4,3,6,3,4,5,3,5,4,4,6,4,4,4,7,4,7,5,4,5,4,6,5,4,5,5,4,5,4,4,5,4,7,6,4,4,1,5,4,7,7,3,5,1,7,1,7,4,6,6,1,7,6,5,6,6,5,6,4,5,4,1,3,1,3,2,7,7,5,3,4,6,6,6,6,5,5,6,6,5,5,6,5,7,7,6,7,5,2,NA,8,"70123",3,3,1,1,NA,NA,NA,NA,NA,1,NA," "," ",NA,NA,NA,0,0,5,1,1,2,2,2,0,0,2,2,"No",1,29.94810486,-90.20700073,-1,0,1
"766","R_V2um0PIgckXZUlz","Default Response Set","Anonymous",NA,NA,"24.19.180.37",0,"10/14/2019 22:02","10/14/2019 22:08",1,"Qual2790-0826NativeAmerican2","5da544d9-b5fb-396b-817a-66afb765e5e5",NA,320,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,7,7,6,4,3,1,1,2,7,7,6,5,5,2,5,6,4,2,4,6,3,5,4,6,7,7,6,2,5,4,2,1,3,5,1,7,5,7,4,7,6,5,7,6,1,5,3,2,5,1,6,6,7,6,1,2,4,6,6,5,6,7,2,4,6,3,2,1,3,4,3,3,5,7,7,5,3,7,7,5,2,1,6,6,5,6,6,6,5,6,6,6,6,7,6,2,6,3,6,6,5,3,2,7,7,5,2,7,6,3,7,6,3,2,6,7,4,2,NA,24,"98110",2,3,2,3,NA,NA,NA,NA,NA,1,NA," ","suquamish","Suquamish",NA,NA,1,1,7,1,1,1,1,2,1,NA,1,1,"no",1,47.64630127,-122.5330963,-1,0,1
"91","R_1IT2sfyJbQAiZSh","Default Response Set","Anonymous",NA,NA,"35.136.252.19",0,"10/17/2019 11:46","10/17/2019 11:59",1,"Qual2790-0826NativeAmerican2"," ",NA,755,TRUE,"b376650d-f901-42cc-9ba8-8543e8d02cd4"," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,4,4,6,7,7,1,6,5,3,1,6,6,7,6,6,5,5,4,4,6,2,4,5,5,5,6,7,5,4,5,3,7,6,6,6,5,6,5,5,4,5,6,6,4,5,6,2,6,4,5,6,3,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,3,7,1,6,1,6,3,7,5,5,4,5,7,1,5,6,6,6,2,2,2,2,2,2,2,5,5,3,7,2,5,5,4,5,6,5,4,5,5,4,3,5,5,5,5,5,5,4,5,1,NA,35,"34465",4,4,1,3,NA,NA,1,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,0,1,4,1,1,1,3,2,1,NA,3,2," ",1,28.92230225,-82.38999939,-1,0,1
